사업장명,DONG_CD,MCT_CAT_CD,x,y
홍대 당구장,서교동,유흥/오락,126.91844531137542,37.55257116900147
홍대 코인 노래연습장,서교동,유흥/오락,126.92191713146778,37.5525765540054
마돈나,서교동,유흥/오락,126.91989425226983,37.55264016036773
짱 노래연습장,서교동,유흥/오락,126.9186020279376,37.5526816964414
VRIZ,서교동,유흥/오락,126.9217984710516,37.552776595524406
베스트원 피시방,서교동,유흥/오락,126.91987500480575,37.55281724179189
오렌지,서교동,유흥/오락,126.91987500480575,37.55281724179189
화수분,서교동,유흥/오락,126.91936739422691,37.552907105509135
(주)히트브이알,서교동,유흥/오락,126.92083842373621,37.55293061198426
주주,서교동,유흥/오락,126.9196043421252,37.552982208877594
연남 노래연습장,동교동,유흥/오락,126.92373566576038,37.559327142721536
봉은노래연습장,동교동,유흥/오락,126.9233807347495,37.559381611319374
봉은 노래연습장,동교동,유흥/오락,126.9233807347495,37.559381611319374
K 노래연습장,동교동,유흥/오락,126.92338115051113,37.55960669254086
샘 피시방 (SAEM PC방),동교동,유흥/오락,126.92647448044207,37.559613251548036
미스터준,동교동,유흥/오락,126.9263177227261,37.55972928309266
씨티 노래연습장,동교동,유흥/오락,126.9263177227261,37.55972928309266
귀빈,동교동,유흥/오락,126.92358897717462,37.55980452905242
연남당구클럽,동교동,유흥/오락,126.92606251450418,37.55995756388122
M 노래연습장,동교동,유흥/오락,126.92467210714668,37.56034515114027
포커스,동교동,유흥/오락,126.92486792857093,37.56047019590306
즐거운 노래연습장,동교동,유흥/오락,126.92071284497909,37.55715937838634
서림당구장,동교동,유흥/오락,126.92006237881975,37.55736312626002
마이노래시대,동교동,유흥/오락,126.92329385961595,37.55552893003138
바나나,동교동,유흥/오락,126.92232336991805,37.5556192463841
락휴 코인노래연습장 홍대연남점,동교동,유흥/오락,126.92406806659076,37.55600044384275
꾸숑당구장,동교동,유흥/오락,126.92406806659076,37.55600044384275
울림노래연습장,동교동,유흥/오락,126.92416711932022,37.556122699779905
제노피시방(동교점),동교동,유흥/오락,126.92214502288935,37.55613299524156
씨티당구장,동교동,유흥/오락,126.92214502288935,37.55613299524156
수당구클럽,동교동,유흥/오락,126.92272767139475,37.55687283031721
애플 노래연습장 동교점,동교동,유흥/오락,126.92418208802347,37.556927388842105
바비노래연습장,동교동,유흥/오락,126.9227912736842,37.55698984392096
연남PC,동교동,유흥/오락,126.92610567108643,37.557859343591666
솔 노래연습장,동교동,유흥/오락,126.92322626098566,37.55815568969599
고래 당구장,동교동,유흥/오락,126.92216805483768,37.5546890743349
금화당구장,동교동,유흥/오락,126.9225011715976,37.5547024735074
파티파티 노래연습장,동교동,유흥/오락,126.9223461484734,37.55493207282004
락앤블루스(ROCK&BLUES),합정동,유흥/오락,126.91392635219057,37.54652348316368
신바람 노래연습장,합정동,유흥/오락,126.91098677065784,37.54657674863406
넘버원 노래연습장,합정동,유흥/오락,126.91120393319385,37.54660248775085
가보자,합정동,유흥/오락,126.91149202454912,37.5466509719725
목소리,합정동,유흥/오락,126.90994578775069,37.54665168338571
포인트 당구장,합정동,유흥/오락,126.91373086382933,37.546690659087055
합정 모나코 당구장,합정동,유흥/오락,126.90955069724919,37.54673664448917
캐리피시카페(Carry PC 카페),합정동,유흥/오락,126.90955069724919,37.54673664448917
쑝쑝,합정동,유흥/오락,126.9104273889429,37.54675417919629
예진아씨,합정동,유흥/오락,126.91055638882982,37.546775259071104
파티파티노래바,합정동,유흥/오락,126.91385321051291,37.54687481835915
퀸 노래연습장,합정동,유흥/오락,126.91064619968402,37.546935643099054
태양,합정동,유흥/오락,126.91064619968402,37.546935643099054
긱스타 PC CAFE,합정동,유흥/오락,126.91139840882028,37.54719712268831
맨날당구장,합정동,유흥/오락,126.90974178364961,37.54739203251574
보리노래연습장,합정동,유흥/오락,126.91024631187362,37.54741076811752
보그 노래연습장,합정동,유흥/오락,126.91036192223689,37.54763322691212
서서울게임장,합정동,유흥/오락,126.91427315363944,37.548024759616666
로켓빌리야드클럽,합정동,유흥/오락,126.91427315363944,37.548024759616666
삼양당구장,합정동,유흥/오락,126.91475143817878,37.54835487437897
다복 노래연습장,합정동,유흥/오락,126.91429505790015,37.548742326245616
파티파티 노래연습장,합정동,유흥/오락,126.91425571849351,37.548894272473234
보이스 노래연습장,합정동,유흥/오락,126.91394011295448,37.54906886030527
사계 노래연습장,합정동,유흥/오락,126.91384751471584,37.54917981968372
거북당구장,합정동,유흥/오락,126.91134870789917,37.55137545895306
브이아이피,합정동,유흥/오락,126.9110050707623,37.55176781955235
행운 당구장,합정동,유흥/오락,126.9112122178251,37.551789077296895
수 노래연습장 럭셔리 별관,합정동,유흥/오락,126.92004209522976,37.54814924856823
J 노래연습장,합정동,유흥/오락,126.91751299949293,37.54581852593069
우리들의 아지트 당구장,합정동,유흥/오락,126.91719473807495,37.545911303238086
원투 노래연습장,합정동,유흥/오락,126.91719473807495,37.545911303238086
가오 노래연습장,합정동,유흥/오락,126.91701601024477,37.54596711205103
이태리당구장,합정동,유흥/오락,126.91885847171054,37.5466969772138
삑사리,합정동,유흥/오락,126.91856788641621,37.54678515427801
질러 노래연습장,합정동,유흥/오락,126.91864758214052,37.546903053144675
별 노래연습장,합정동,유흥/오락,126.91970194226855,37.547348993028564
토파즈투,합정동,유흥/오락,126.91969826440793,37.547717333857186
골뱅이 피씨방,합정동,유흥/오락,126.90676460160611,37.5473280274377
로즈 노래연습장,합정동,유흥/오락,126.90640764641516,37.54866471570878
웰빙 노래연습장,합정동,유흥/오락,126.90447972551301,37.549224122415595
행운PC,합정동,유흥/오락,126.90598865977114,37.549604933329135
무지개노래팡,합정동,유흥/오락,126.90537009230667,37.549839469254195
여인천하,합정동,유흥/오락,126.90580830443626,37.54998666618075
하프 피시방,합정동,유흥/오락,126.90547967813006,37.54998939225069
두꺼비 노래연습장,합정동,유흥/오락,126.90540445963357,37.55013841350738
종합 피시클럽,합정동,유흥/오락,126.90567726788423,37.550241013781346
망원,합정동,유흥/오락,126.90528680371908,37.55031727922426
와우노래연습장,합정동,유흥/오락,126.9026650175016,37.55043162755679
K팝스타 코인노래연습장 망원점,합정동,유흥/오락,126.90520953725154,37.550466679477736
삼정,합정동,유흥/오락,126.91771935609165,37.54495036524741
멜론 노래연습장,합정동,유흥/오락,126.91863772193118,37.545334568928666
한강,합정동,유흥/오락,126.9128514156717,37.545695300062654
합정당구클럽,합정동,유흥/오락,126.91253494298599,37.545707316852116
금강산,합정동,유흥/오락,126.91253494298599,37.545707316852116
씨티,합정동,유흥/오락,126.91163072927705,37.54571327405033
큐 노래연습장,합정동,유흥/오락,126.91398445319082,37.54606437494754
플레이 당구클럽,합정동,유흥/오락,126.91431140635555,37.54611466681176
아이앤지 노래연습장,합정동,유흥/오락,126.91383233627232,37.54617910563459
PC 지존,합정동,유흥/오락,126.91131952892489,37.54629864510708
남경노래연습장,합정동,유흥/오락,126.90938248999291,37.54633357007257
남경 노래연습장,합정동,유흥/오락,126.90938248999291,37.54633357007257
합정 게임랜드,합정동,유흥/오락,126.91145185326496,37.546352891570876
쓰리팝 PC CAFE,합정동,유흥/오락,126.9110626608226,37.54643509944555
엔돌핀 노래연습장,합정동,유흥/오락,126.91002609194614,37.552041901566795
귀빈당구클럽,합정동,유흥/오락,126.90980566805749,37.55231243969691
SBS당구장,합정동,유흥/오락,126.90980566805749,37.55231243969691
진 당구장,합정동,유흥/오락,126.90951779900935,37.55259325651718
나가수 노래연습장,합정동,유흥/오락,126.90868709009412,37.55274069064994
3POP PC,합정동,유흥/오락,126.90989147568538,37.55321742501566
맥코인 노래연습장,합정동,유흥/오락,126.9089156576635,37.5532629247753
케이투(K2),합정동,유흥/오락,126.9049884164208,37.550787478550944
아이비스 PC방 망원점,합정동,유흥/오락,126.90462481221553,37.551134165294286
용,망원동,유흥/오락,126.90135118052092,37.55138607086493
어여와당구장,망원동,유흥/오락,126.89812189720261,37.5530640657755
BILLIARD ST(빌리아드 스트리트 당구장),망원동,유흥/오락,126.89882969994825,37.55329227504501
포커스,망원동,유흥/오락,126.89882969994825,37.55329227504501
오투 피시방,망원동,유흥/오락,126.89882969994825,37.55329227504501
토마토노래연습장,망원동,유흥/오락,126.89882969994825,37.55329227504501
동경 노래연습장,망원동,유흥/오락,126.89877853308353,37.55360210376316
쿨2 노래연습장,망원동,유흥/오락,126.90522779972203,37.55737798355512
왕자,망원동,유흥/오락,126.90522779972203,37.55737798355512
우리당구클럽,망원동,유흥/오락,126.90511441174361,37.55750298930571
까치 노래연습장,망원동,유흥/오락,126.90312212000933,37.5575382205895
신전게임랜드,망원동,유흥/오락,126.90484935835183,37.557761509210785
Nine Tea PC&CAFE(망원점),망원동,유흥/오락,126.90324212461142,37.557939683427286
한라당구장,망원동,유흥/오락,126.90551849585339,37.55802735763147
킹 노래연습장 성산점,망원동,유흥/오락,126.90521684564678,37.558118964210415
코끼리,망원동,유흥/오락,126.90450922037662,37.55813632034039
즐거운 노래연습장,망원동,유흥/오락,126.90450922037662,37.55813632034039
그랑프리,망원동,유흥/오락,126.90507041998903,37.558281873435696
오랜지 노래연습장,망원동,유흥/오락,126.90497870819328,37.55838321100498
봉봉 노래연습장,망원동,유흥/오락,126.90434724162229,37.558396841578215
3POP PC방(마포구청역점),망원동,유흥/오락,126.90411156974893,37.5585779215938
씨티,망원동,유흥/오락,126.90411156974893,37.5585779215938
서울당구장,망원동,유흥/오락,126.90411156974893,37.5585779215938
2차는노래연습장,망원동,유흥/오락,126.90496544983122,37.558656751304376
선수입장 노래연습장,망원동,유흥/오락,126.90352775894647,37.55931799741843
선수입장노래연습장,망원동,유흥/오락,126.90352775894647,37.55931799741843
인투스 피씨방,망원동,유흥/오락,126.90412574648832,37.55951229095174
일레븐당구장,망원동,유흥/오락,126.90412574648832,37.55951229095174
쿨 노래연습장,망원동,유흥/오락,126.90412574648832,37.55951229095174
퀸당구장,망원동,유흥/오락,126.90319708188602,37.561573662940106
2층은 노래연습장,망원동,유흥/오락,126.90209804035307,37.56164591091506
놀러와 당구장,망원동,유흥/오락,126.90194744108322,37.56200062790824
한큐당구장,망원동,유흥/오락,126.90376068438985,37.562187006747116
탑 노래연습장,망원동,유흥/오락,126.90814852321432,37.555537604977
M.W 노래연습장,망원동,유흥/오락,126.90547249340375,37.55467290388115
삼보인터넷PC광장,망원동,유흥/오락,126.90423106906721,37.5547258990946
영 당구장,망원동,유흥/오락,126.90665242220277,37.55480245900668
대한민국라이브투,망원동,유흥/오락,126.90674740071888,37.55492468715235
힐링 노래연습장,망원동,유흥/오락,126.9074327995472,37.55493681264234
허슬노래연습실,망원동,유흥/오락,126.9074327995472,37.55493681264234
블루 피시방,망원동,유흥/오락,126.90716159680784,37.55498688745994
캔디 노래연습장,망원동,유흥/오락,126.90716159680784,37.55498688745994
명동 노래연습장,망원동,유흥/오락,126.90433736426846,37.555025802626886
유정,망원동,유흥/오락,126.90358366255508,37.55513310354774
현메들리라이브,망원동,유흥/오락,126.90407273698337,37.55521239439376
코코 당구장,망원동,유흥/오락,126.90671574194067,37.55533020381229
드림당구클럽,망원동,유흥/오락,126.90671574194067,37.55533020381229
3POP PC방,망원동,유흥/오락,126.90671574194067,37.55533020381229
수당구장,망원동,유흥/오락,126.90699985960912,37.55538840783026
브이아이피당구장,망원동,유흥/오락,126.90699985960912,37.55538840783026
무한도전 노래연습장,망원동,유흥/오락,126.90699985960912,37.55538840783026
수화 노래연습장,망원동,유흥/오락,126.90679542453358,37.55561298977229
